src_id,station_name,station_file_name,historic_county,station_latitude,station_longitude,station_elevation,first_year,last_year
358,FYLINGDALES,fylingdales,north-yorkshire,54.359,-0.672,262,1984,2019
367,HIGH MOWTHORPE,high-mowthorpe,north-yorkshire,54.105,-0.643,175,2009,2019
17314,LEEMING,leeming,north-yorkshire,54.297,-1.533,33,1965,2019
346,LINTON ON OUSE,linton-on-ouse,north-yorkshire,54.045,-1.251,14,1984,2019
25726,"PATELEY BRIDGE, RAVENS NEST",pateley-bridge-ravens-nest,north-yorkshire,54.07,-1.771,259,2011,2019
30750,RAVENSWORTH,ravensworth,north-yorkshire,54.472,-1.785,120,2010,2019
360,SCARBOROUGH,scarborough,north-yorkshire,54.273,-0.423,110,2010,2019
16596,TOPCLIFFE,topcliffe,north-yorkshire,54.205,-1.39,25,1997,2019
364,WHITBY COASTGUARD,whitby-coastguard,north-yorkshire,54.49,-0.606,60,1996,1996
19204,GRINGLEY-ON-THE-HILL,gringley-on-the-hill,nottinghamshire,53.406,-0.884,68,2010,2019
568,LANGAR,langar,nottinghamshire,52.896,-0.909,32,1957,1961
556,"NOTTINGHAM, WATNALL",nottingham-watnall,nottinghamshire,53.006,-1.251,117,1957,2019
554,SUTTON BONINGTON,sutton-bonington,nottinghamshire,52.836,-1.251,43,2000,2019
23,KIRKWALL,kirkwall,orkney,58.953,-2.901,26,1957,2019
17,SULE SKERRY,sule-skerry,orkney,59.082,-4.405,12,1961,1974
822,ABINGDON,abingdon,oxfordshire,51.689,-1.308,69,1957,1975
613,BENSON,benson,oxfordshire,51.62,-1.099,57,1974,2019
605,BRIZE NORTON,brize-norton,oxfordshire,51.758,-1.578,82,1968,2019
607,SOUTH NEWINGTON,south-newington,oxfordshire,51.998,-1.406,105,2011,2019
278,GLENTRESS,glentress,peebleshire,55.646,-3.139,165,1999,2006
201,BALQUHIDDER NO 2,balquhidder-no-2,perthshire-in-central-region,56.355,-4.397,136,1985,1986
199,LOCH VENACHAR,loch-venachar,perthshire-in-central-region,56.23,-4.263,84,1980,2004
195,TYNDRUM NO 3,tyndrum-no-3,perthshire-in-central-region,56.419,-4.661,168,1999,2019
214,FASKALLY,faskally,perthshire-in-tayside-region,56.718,-3.77,94,1980,2005
19202,KIRKMICHAEL NO 2,kirkmichael-no-2,perthshire-in-tayside-region,56.72,-3.52,265,1998,1998
196,LOCH RANNOCH POWER HOUSE,loch-rannoch-power-house,perthshire-in-tayside-region,56.693,-4.401,206,1999,2006
223,PERTH AERODROME,perth-aerodrome,perthshire-in-tayside-region,56.437,-3.372,118,1997,2000
23943,SPITTAL OF GLENSHEE,spittal-of-glenshee,perthshire-in-tayside-region,56.764,-3.397,308,1998,1998
212,STRATHALLAN AIRFIELD,strathallan-airfield,perthshire-in-tayside-region,56.326,-3.729,35,1990,2019
1184,"ABERHOSAN, RHOSWYDOL",aberhosan-rhoswydol,powys-north,52.565,-3.712,244,1994,2003
1190,LAKE VYRNWY NO 2,lake-vyrnwy-no-2,powys-north,52.757,-3.465,360,1994,2019
1240,CENARTH,cenarth,powys-south,52.383,-3.534,308,1976,1980
1241,CENARTH MILL,cenarth-mill,powys-south,52.389,-3.503,282,1967,1975
1249,LIBANUS,libanus,powys-south,51.924,-3.489,331,2012,2019
1238,LLYSDINAM,llysdinam,powys-south,52.216,-3.452,196,2010,2019
16611,SENNYBRIDGE NO 2,sennybridge-no-2,powys-south,52.063,-3.615,307,1995,2019
971,ABBOTSINCH,abbotsinch,renfrewshire,55.869,-4.431,5,1966,1999
24125,"GLASGOW, BISHOPTON",glasgow-bishopton,renfrewshire,55.907,-4.532,59,1999,2019
970,RENFREW,renfrew,renfrewshire,55.867,-4.386,8,1930,1966
14093,ACHNAGART,achnagart,ross-and-cromarty,57.181,-5.375,15,2012,2019
52,AULTBEA NO 2,aultbea-no-2,ross-and-cromarty,57.859,-5.633,11,1990,2019
56451,CLUANIE INN NO 3,cluanie-inn-no-3,ross-and-cromarty,57.156,-5.182,223,2009,2019
78,INVERGORDON,invergordon,ross-and-cromarty,57.703,-4.158,15,1980,1981
77,INVERGORDON HARBOUR,invergordon-harbour,ross-and-cromarty,57.687,-4.167,3,1994,2001
66,KINLOCHEWE,kinlochewe,ross-and-cromarty,57.613,-5.306,25,2005,2019
67,LOCH GLASCARNOCH,loch-glascarnoch,ross-and-cromarty,57.725,-4.895,269,1992,2019
14108,LOCHCARRON,lochcarron,ross-and-cromarty,57.401,-5.494,32,1999,2003
14533,LOCHLUICHART,lochluichart,ross-and-cromarty,57.622,-4.82,88,1999,2003
79,TAIN RANGE,tain-range,ross-and-cromarty,57.819,-3.967,4,1990,2019
285,CARTERHOUSE,carterhouse,roxburghshire,55.358,-2.519,308,1994,2018
284,GREYCROOK,greycrook,roxburghshire,55.567,-2.637,76,1980,2003
12,BALTASOUND NO 2,baltasound-no-2,shetland,60.748,-0.856,15,1990,2019
3,FAIR ISLE,fair-isle,shetland,59.526,-1.63,57,1974,2019
1,FOULA,foula,shetland,60.154,-2.074,22,1989,1995
9,LERWICK,lerwick,shetland,60.139,-1.185,82,1930,2019
10,SELLA NESS,sella-ness,shetland,60.447,-1.278,7,1993,2004
4,SUMBURGH,sumburgh,shetland,59.879,-1.299,7,1978,1996
645,CLEE HILL,clee-hill,shropshire,52.398,-2.591,504,1966,1971
651,NEWPORT (SALOP),newport-salop,shropshire,52.778,-2.428,66,2010,2019
634,PENNERLEY,pennerley,shropshire,52.59,-2.95,357,2010,2019
643,SHAWBURY,shawbury,shropshire,52.795,-2.665,72,1957,2019
1287,EXTON,exton,somerset,51.094,-3.485,335,1973,1987
1285,LISCOMBE,liscombe,somerset,51.087,-3.609,348,1993,2019
1288,MINEHEAD,minehead,somerset,51.201,-3.467,8,1987,1988
1290,"NETTLECOMBE, BIRDS HILL",nettlecombe-birds-hill,somerset,51.118,-3.349,271,2009,2012
1289,TIVINGTON,tivington,somerset,51.201,-3.531,83,1989,1998
1302,YEOVILTON,yeovilton,somerset,51.006,-2.643,20,1964,2019
1271,CARDIFF WEATHER CENTRE,cardiff-weather-centre,south-glamorgan,51.478,-3.179,52,1982,2006
1272,"CARDIFF, BUTE PARK",cardiff-bute-park,south-glamorgan,51.488,-3.189,9,2010,2019
1267,RHOOSE,rhoose,south-glamorgan,51.401,-3.344,65,1957,1998
19206,ST ATHAN,st-athan,south-glamorgan,51.405,-3.441,49,1997,2019
562,FINNINGLEY,finningley,south-yorkshire,53.483,-1.008,10,1958,1995
537,LINDHOLME,lindholme,south-yorkshire,53.549,-0.972,5,1957,1970
525,SHEFFIELD,sheffield,south-yorkshire,53.381,-1.491,131,2008,2019
627,CELLARHEAD,cellarhead,staffordshire,53.04,-2.085,228,1983,1997
622,KEELE,keele,staffordshire,52.999,-2.27,179,2006,2019
30690,"LEEK, THORNCLIFFE",leek-thorncliffe,staffordshire,53.128,-1.981,298,2002,2019
956,STIRLING S WKS,stirling-s-wks,stirling-in-central-region,56.119,-3.919,7,1983,1999
435,BROOMS BARN,brooms-barn,suffolk,52.261,0.566,75,2009,2019
436,CAVENDISH,cavendish,suffolk,52.091,0.628,55,2010,2019
442,CHARSFIELD,charsfield,suffolk,52.163,1.28,49,2010,2019
443,FELIXSTOWE,felixstowe,suffolk,51.947,1.325,3,1957,1961
438,HONINGTON,honington,suffolk,52.34,0.77,51,1969,2003
434,MILDENHALL,mildenhall,suffolk,52.372,0.471,5,1949,1969
413,SANTON DOWNHAM,santon-downham,suffolk,52.459,0.671,6,2009,2019
440,WATTISHAM,wattisham,suffolk,52.124,0.957,89,1959,2019
30620,CHARLWOOD,charlwood,surrey,51.144,-0.229,67,2002,2019
23446,REDHILL,redhill,surrey,51.215,-0.137,63,1998,2006
719,WISLEY,wisley,surrey,51.311,-0.476,38,2000,2019
44,ALTNAHARRA NO 2,altnaharra-no-2,sutherland,58.288,-4.442,81,1993,2019
37,CAPE WRATH,cape-wrath,sutherland,58.625,-5,112,1957,1997
40,CASSLEY,cassley,sutherland,58.168,-4.727,99,1999,2019
24938,DURNESS NO 3,durness-no-3,sutherland,58.568,-4.763,222,1999,2002
48,"KINBRACE, HATCHERY",kinbrace-hatchery,sutherland,58.23,-3.922,103,1999,2019
56216,RESALLACH,resallach,sutherland,58.063,-5.016,133,2011,2019
307,NEWCASTLE WEATHER CENTRE,newcastle-weather-centre,tyne-and-wear,54.977,-1.598,52,1974,2005
332,SUNDERLAND UNIVERSITY,sunderland-university,tyne-and-wear,54.904,-1.395,70,1996,1997
313,TYNEMOUTH,tynemouth,tyne-and-wear,55.018,-1.417,33,1957,2001
1543,CASTLEDERG,castlederg,tyrone,54.707,-7.577,49,1995,2019
595,CHURCH LAWFORD,church-lawford,warwickshire,52.359,-1.331,107,1990,2019
19187,COLESHILL,coleshill,warwickshire,52.48,-1.691,96,1997,2019
596,WELLESBOURNE,wellesbourne,warwickshire,52.206,-1.605,47,2011,2019
82,BARRA (W I),barra-w-i,western-isles,57.025,-7.449,3,1997,2007
84,BENBECULA AIRPORT,benbecula-airport,western-isles,57.475,-7.371,6,1957,1996
19211,HARRIS: QUIDNISH,harris-quidnish,western-isles,57.78,-6.897,13,2010,2019
83,LOCHBOISDALE,lochboisdale,western-isles,57.155,-7.316,6,1999,1999
19172,SKYE: LUSA,skye-lusa,western-isles,57.257,-5.805,18,1997,2017
18903,SOUTH UIST RANGE,south-uist-range,western-isles,57.358,-7.385,4,1996,2019
54,STORNOWAY AIRPORT,stornoway-airport,western-isles,58.213,-6.319,15,1930,2019
1255,MUMBLES HEAD,mumbles-head,west-glamorgan,51.566,-3.982,43,1982,2019
24102,"COVENTRY, COUNDON",coventry-coundon,west-midlands,52.424,-1.536,119,2001,2019
593,ELMDON,elmdon,west-midlands,52.453,-1.742,96,1980,1999
56424,WINTERBOURNE NO2,winterbourne-no2,west-midlands,52.456,-1.928,140,2011,2019
586,"WINTERBOURNE, UNIVERSITY OF BIRMINGHAM",winterbourne-university-of-birmingham,west-midlands,52.454,-1.924,130,2001,2012
725,GATWICK,gatwick,west-sussex,51.152,-0.193,59,1958,1998
795,SHOREHAM AIRPORT,shoreham-airport,west-sussex,50.836,-0.294,2,1998,2019
783,TANGMERE,tangmere,west-sussex,50.85,-0.707,16,1987,1997
779,THORNEY ISLAND,thorney-island,west-sussex,50.815,-0.922,4,1958,2019
16769,WIGGONHOLT,wiggonholt,west-sussex,50.938,-0.494,28,2011,2019
513,"BINGLEY, NO 2",bingley-no-2,west-yorkshire,53.811,-1.867,262,1994,2019
516,BRADFORD,bradford,west-yorkshire,53.814,-1.774,134,2010,2019
534,BRAMHAM,bramham,west-yorkshire,53.869,-1.319,54,2001,2019
521,EMLEY MOOR,emley-moor,west-yorkshire,53.613,-1.665,259,1984,2010
56958,EMLEY MOOR NO 2,emley-moor-no-2,west-yorkshire,53.612,-1.668,267,2011,2019
515,"HUDDERSFIELD, OAKES",huddersfield-oakes,west-yorkshire,53.656,-1.83,232,1957,1986
523,LEEDS WEATHER CENTRE,leeds-weather-centre,west-yorkshire,53.801,-1.561,64,1989,2003
529,RYHILL,ryhill,west-yorkshire,53.628,-1.394,78,2010,2019
13343,LOGAN BOTANIC GARDEN,logan-botanic-garden,wigtownshire,54.743,-4.959,27,2012,2019
1041,MULL OF GALLOWAY,mull-of-galloway,wigtownshire,54.635,-4.857,78,1957,1988
1039,WEST FREUGH,west-freugh,wigtownshire,54.859,-4.935,11,1961,2019
1043,WHITHORN,whithorn,wigtownshire,54.703,-4.418,40,1982,1994
889,BOSCOMBE DOWN,boscombe-down,wiltshire,51.162,-1.755,126,1957,2019
888,LARKHILL,larkhill,wiltshire,51.202,-1.806,132,1995,2019
886,LYNEHAM,lyneham,wiltshire,51.503,-1.992,145,1957,2019
882,NETHERAVON,netheravon,wiltshire,51.244,-1.766,129,1991,1995
890,UPAVON,upavon,wiltshire,51.292,-1.776,179,1957,1988
